Brand,Vehicle_Type,Title,Fuel Type,Engine (cc),Condition,Gear,Price,Location,Mileage,Options,More_Details,Listing_URL
Nissan,SUV,Nissan X-Trail T30 2003 SUV (Used),Petrol,1890,Registered (Used),Manual,"Rs. 5,250,000",Kandy,"176,890 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","HI number
Manual 
Very good fuel consumption 12KMPL-13KMPL
New tyre battary

ඉතා හොද තත්වයෙන් ඇත , මැනුවල් නිසා හොදට පෙට්‍රල් වැඩ කරනවා , රණින් රෙපයාර් මොකුත් නෑ , ටයර් බැටරි හොදයි . මහනුවර 
අවශ්‍ය කෙනෙක් ඉන්නවානම් call කරන්න.
0️⃣7️⃣7️⃣1️⃣2️⃣5️⃣6️⃣7️⃣5️⃣6️⃣",https://riyasewana.com/buy/nissan-x-trail-t30-sale-kandy-11697372
Range-Rover,SUV,Range-Rover Evoque 2013 SUV (Used),Diesel,2200,Registered (Used),Automatic,"Rs. 18,000,000",Kandy,"173,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]",3rd owner service records available locetion Kandy negotiable exchange ok 0777812811,https://riyasewana.com/buy/range-rover-evoque-sale-kandy-11697371
Toyota,SUV,Toyota Land Cruiser Prado 150 TX 2014 SUV Unregistered (Recondition),Diesel,3000,Unregistered (Recondition),Automatic,"Rs. 43,500,000",Gampaha,"51,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",1st owner company brand new diesel/100% original paint no any dents or scratches almost showroom condition all eco tests report and company records available,https://riyasewana.com/buy/toyota-land-cruiser-sale-gampaha-11697366
Mitsubishi,SUV,Mitsubishi Montero GLS 2015 SUV Unregistered (Recondition),Diesel,3200,Unregistered (Recondition),Automatic,"Rs. 29,500,000",Gampaha,"100,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",Full options/ 100%original paint no any repairs or dents,https://riyasewana.com/buy/mitsubishi-montero-gls-sale-gampaha-11697344
Nissan,SUV,Nissan Juke 2013 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 6,685,000",Colombo,"153,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Genuine Milage all the records available including ECO tests.
2nd Owner
New Tyres & battery 
Kenwood original setup with reverse camera
Keyless entry
push start
ABS and airbag
Accident free
YOM 2012/2013 registered
Negotiable after inspection
Super condition.",https://riyasewana.com/buy/nissan-juke-sale-colombo-11697339
Mitsubishi,SUV,Mitsubishi ASX 2014 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 9,575,000",Boralesgamuwa,"140,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Mitsubishi Outlander ASX 2014 Manufactured CAE XXXX 148000 Kms Only!!!! 

Automatic Full Option Cruise Control Push Start Keyless Entry Dual 17 inch Factory Fitted Alloy Wheels Dual Multi-function Steering Wheel ABS HID Scoop Headlamps LED Tail Lamps Retractable Power Mirrors Winker Mirrors Fog Lamps  3D Carpets Factory Fitted Reverse Camera with Kenwood Entertainment System  

Exchanges Possible with Reasonably Priced Vehicles/ Leasing Facilities Can Be Arranged.

Gamini Enterprises
103/2/A Katuwawala, Boralesgamuwa

Directions:

If You’re Coming from Boralesgamuwa Junction, Come Along 1Km On Colombo-Horana Road (120 Bus Route). You’ll Find a Cargills Food City and a Keells Supercentre Close to Each Other. We Are Located Adjacent to The Keells Supercentre.

බොරලෑස්ගමුව හන්දිය පෑත්තෙන් එනවා නම් පිලියන්දල පෑත්තට 1 Km විතර 120 බස් පාර දිගෙ එන්න. කාර්ගිල්ස් එකයි කීල්ස් එකයි පහුවෙනවත් එක්කම තියෙන කාර් සේල් එක.

If You’re Coming from Piliyandala, Just Come About 700m Past RMV (Werahera) On 120 Bus Route. You’ll Find Us to Your Right.

පිලියන්දල පෑත්තෙන් එනවා නම් 120 බස් පාර දිගෙ RMV එකත් පහු කරන් 700 m එන්න. දකුනු අත පෑත්තෙ කර් සේල් එක.",https://riyasewana.com/buy/mitsubishi-asx-sale-boralesgamuwa-11697316
Nissan,SUV,Nissan Pathfinder 1988 SUV (Used),Diesel,2700,Registered (Used),Manual,"Rs. 7,400,000",Galle,"171,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Fully Restored Jeep.
Excellent Engine and Gear Box 
3 Inch Lift 
Heavy Duty Bumpers 
Snorkel 
New Mud Tyres 285’",https://riyasewana.com/buy/nissan-pathfinder-sale-galle-11697308
Land-Rover,SUV,Land-Rover DEFENDER 1991 SUV (Used),Diesel,2200,Registered (Used),Manual,Negotiable,Colombo,"75,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]","LAND ROVER DEFENDER +
• 2.2 puma Defender (2015)
seven seater
center differential lock
• full body puma
• paint (excellent)
. Nano Coating installed
• well maintained
• subwoofer
personal used
• 141 motors Maintenance
• soft clutch
• Tyres (excellent)
Remote key
• full service done
• tv with reverse camera
•, pioneer player
location- colombo 7",https://riyasewana.com/buy/land-rover-defender-sale-colombo-11697287
Land-Rover,SUV,Land-Rover Defender 1991 SUV (Used),Diesel,2500,Registered (Used),Manual,Negotiable,Ja-Ela,"341,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]","Land Rover Defender 1991

 - 1991 Yom
 - 300tdi
 - SALLDHM..
 - Original Defender 110
 - First Registration Forest Department 
 - Dual A/C 
 - Android Player, Sub
 - Sawtooth Wheels 
 - Well Maintained 
 - Good Running Condition 
 - 52-1453 Convert EG-0038 ( 2014/04/24 )
 - Genuine Documents 

Leasing Facilities ✅ 
Now Available For Inspection
Price Can Negotiable After Inspection 

0774978791",https://riyasewana.com/buy/land-rover-defender-sale-ja-ela-11697285
Kia,SUV,Kia Sorento 2010 SUV (Used),Diesel,2000,Registered (Used),Automatic,Negotiable,Kandana,"171,900 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Kia Sorento 2010 Diesel Auto Jeep For Quick Sale 🚘 

• Automatic / Tiptronic Transmission 
• 2000cc Diesel Engine
• ⁠Titanium Silver 
• ⁠Sunroof 
• Rear Dual A/C Available 
• Xenon Scoop Head Lamps
• Chrome Shell Fog Lights
• Original Factory Fitted Alloys
• Sport Spoiler Hood Railings
• DVD Reverse Camera
• Rear Wiper 
• Door Visors Floor Mats
• Black Seat Set
• 171900 km on clock Genuine Mileage 
• Accident Free
• ⁠New Battery 
• ⁠235/60R/18 tyer size 
• ⁠2nd owner 

negotiable upon inspection

*** *** *** *** *** *** *** *** *** *** *** **

📞 Call Now for Inquiries (0750124655)☎️",https://riyasewana.com/buy/kia-sorento-sale-kandana-11697280
Land-Rover,SUV,Land-Rover Defender 2015 SUV (Used),Diesel,2200,Registered (Used),Manual,Negotiable,Ja-Ela,"45,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]","Land Rover Defender 2015

 - 2.2 2015 Puma
 - SALLDH..
 - Original Defender 110
 - 1988 Yom
 - 325-4371 Convert EA-0326 ( 2013/04/13 )
 - LR Motors Fully Maintained 
 - 45,000 Miles Done 
 - All Maintenance Records Available 
 - Sawtooth Diamond Cuts Wheels 
 - Brand New Condition 
 - Book Updated 
 - Genuine Documents 
 - Sound System 

Now Available For Inspection 
Price Can Negotiable After Inspection 

0774978791",https://riyasewana.com/buy/land-rover-defender-sale-ja-ela-11697275
Range-Rover,SUV,Range-Rover Sport 2018 SUV (Used),Diesel,-,Registered (Used),Automatic,"Rs. 45,000,000",Colombo,"98,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Range Rover SPORT P400 2018 available for sale!

1 owner 
98,000km 
Dimo lab maintained 
45 million

Call 0773220000",https://riyasewana.com/buy/range-rover-sport-sale-colombo-11697238
Toyota,SUV,Toyota Land Cruiser Sahara 10 VX V8 2003 SUV (Used),Diesel,4200,Registered (Used),Manual,"Rs. 20,950,000",Ja-Ela,"79,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Toyota Land Cruiser Sahara VX Limited 100
විකිණීමට හෝ හුවමාරුවට 🚘 

🚘 Exchange Considering – වාහන හුවමාරු සළකා බැලේ!

🏆 Home Used | Mint Condition | 3rd Owner Vehicle
Toyota Land Cruiser Sahara

විකිණීමට හෝ හුවමාරුවට 🚗

💎 Full Specification :

Comes along with 4200cc 1HZ Legendary Heavy-duty & Economical Toyota diesel engine..!

🐝 Original Diesel 
🐝 2003 Manufactured 
🐝 Toyota Lanka Company Brand New
🐝 ලියාපදිංචි අයිතිකරු 
🐝 Manual Gear 
🐝 4WD Perfectly Working
🐝 Front Row Electric Seats 💺 
🐝 Cool Box ❄️
🐝 Line A/C Available 
🐝 Apple Car Play
🐝 Reverse Camera YouTube
🐝 Google Maps Bluetooth 
🐝 Sub Tank 
🐝 Teak Finised Trims 
🐝 Original Japan Siren 
🐝 4200cc 1HZ Engine 
🐝 78500km Toyota Lanka Service 
🐝 දුම් වාර්තා නඩත්තු බිල්පත් සියල්ලම ඇත

Price : Rs 20,950,000/- (Negotiable)

🚘 Exchange Considering 
Pajero Intercooler Premio Vezel Noah හුවමාරු සැළකේ car

ලීසිං පහසුකම් එක්දිනෙන් ඔබේ නමටම ලබාගත හැක ✅ 

🏦 Leasing & Bank Loan Facilities Can Be Arranged Within One Day 

ගැනුම්කරුවන් පමණක් අමතන්න 📞 (076) 423 2200 

☎️ Call For More Details : (076) 423 2200

Can be seen at : ONE 2 ONE CAR SALE (PVT) LTD🚘 
Ekala Road ,Ja-ela. 📍 (Google Map 🔍)",https://riyasewana.com/buy/toyota-land-cruiser-sale-ja-ela-11697236
Toyota,SUV,Toyota Taisor 2025 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 10,900,000",Dehiwala-Mount-Lavinia,"5,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Toyota Taisor G grade
Yom 2025, Reg in 2025/12
1st owner, CBS
Exchange- Freed,Gp1,Gp5,wagon r, vitz, swift,
Suzuki every, 
0777488248",https://riyasewana.com/buy/toyota-taisor-sale-dehiwala-mount-lavinia-11697196
Suzuki,SUV,Suzuki Jimny 2002 SUV (Used),Petrol,650,Registered (Used),Automatic,"Rs. 4,375,000",Malabe,"71,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Registration 2006
Power shutters 
Power mirrors 
Alloy wheels 
Automatic",https://riyasewana.com/buy/suzuki-jimny-sale-malabe-11697171
Daihatsu,SUV,Daihatsu Terios 2014 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 9,200,000",Boralesgamuwa,"32,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]","Daihatsu Terios premium 2014

Well-maintained and reliable SUV, perfect for both city driving and long-distance travel. This vehicle has been carefully used and is in good running condition.

🔹 1500cc Petrol Engine
🔹 Automatic Transmission
🔹 Mileage: 32,000 km
🔹 Spacious and comfortable interior
🔹 Regularly serviced and maintained

Vehicle is in good condition inside and out. Ideal for a family or anyone looking for a dependable SUV.

 Price: LKR 92 Lakhs (Negotiable after inspection)

0714565753",https://riyasewana.com/buy/daihatsu-terios-sale-boralesgamuwa-11697161
Honda,SUV,Honda Cross Road 2007 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 8,425,000",Jaffna,"205,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","7seat
Fuel 14 long town 10
Ac 
new tryre front
good contision
lease can arrange arround 6.6
more information call me",https://riyasewana.com/buy/honda-cross-road-sale-jaffna-11697160
Toyota,SUV,Toyota Rush 2025 SUV (Used),Petrol,-,Registered (Used),Automatic,"Rs. 16,500,000",Matara,"10,500 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",Toyota Lanka maintained.call 077 4608283,https://riyasewana.com/buy/toyota-rush-sale-matara-11697145
Toyota,SUV,Toyota Land Cruiser LC250 ZX 2024 SUV (Used),Diesel,2800,Registered (Used),Automatic,Negotiable,Colombo,650 km,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",Toyota Land Cruiser LC250 ZX Diesel 0777260355,https://riyasewana.com/buy/toyota-land-cruiser-sale-colombo-11697140
Toyota,SUV,Toyota Prado 120 2007 SUV (Used),Diesel,3000,Registered (Used),Automatic,Negotiable,Matara,"87,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Toyota prado 120 , KN , 2007/ 2011   ,Orginal mileage 82000km , Auto tiptonik , home used registor owner ,leadher sheet ,sunroof , tv dvd ,revers cemera ,showroom condition jeep  0777 322 664",https://riyasewana.com/buy/toyota-prado-120-sale-matara-11697138
Audi,SUV,Audi Q2 2017 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 12,950,000",Colombo,"63,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Audi Q2 2017/2018
1000cc Turbo, Tiptronic transmission,  Virtual cockpit, Power boot, alloy wheels,  climate control AC, multi function steering, cruise control, 8 airbags, carefully home used immaculate condition",https://riyasewana.com/buy/audi-q2-sale-colombo-11677970
Audi,SUV,Audi Q7 2016 SUV (Used),Petrol,2000,Registered (Used),Automatic,Negotiable,Dehiwala-Mount-Lavinia,"89,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Q7 first owner fully company maintained 89000miles, brand new condition",https://riyasewana.com/buy/audi-q7-sale-dehiwala-mount-lavinia-11676011
Mitsubishi,SUV,Mitsubishi Outlander 2016 SUV (Used),Petrol,2000,Registered (Used),Automatic,Negotiable,Negombo,"145,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","🚗 Mitsubishi Outlander PHEV NAVI Premium – Plug-in Hybrid SUV විකිණීමට

📅 Registered වර්ෂය : 2016
🔹 Grade: NAVI Premium – Full Option
🔹 හිමිකරු : 2nd Owner
🔹 තත්ත්වය : ඉතා හොඳ තත්ත්වයේ / Home Used Vehicle

✨ විශේෂතා:
• TAN Leather Interior
• Original Body Kit
• Navigation System
• Plug-in Hybrid Technology (Electric + Petrol)
• ඉතා සුවපහසු සහ ඉන්ධන ඉතිරි කරන SUV රථයක්

🛠 නඩත්තු කටයුතු සියල්ල United Motors මඟින් සිදු කර ඇත.
📄 Service Records ලබා ගත හැක.

නිවසේ භාවිතා කළ, ඉතා හොඳින් පරිහරණය කරන ලද වාහනයකි.

📞 උනන්දුවක් ඇති අය පමණක් පහත දුරකථන අංක වෙත සම්බන්ධ වන්න.
මිල ගනන් සාකච්ජා කල හැක. ඉහල ඉල්ලුමට දෙමි

🚗 Mitsubishi Outlander PHEV – NAVI Premium Grade | Plug-in Hybrid SUV
Model Year: 2016
Grade: NAVI Premium (Full Option)
Ownership: 2nd Owner
Condition: Excellent – Home Used
A well-maintained Plug-in Hybrid Electric Vehicle (PHEV) combining performance, fuel efficiency, and premium comfort.
🔹 Key Features:
Premium TAN Leather Interior
Full Option Variant
Original Factory Body Kit
Navigation System
Plug-in Hybrid Technology (Electric + Petrol)
Smooth Automatic Transmission
Spacious & Comfortable SUV
🔹 Maintenance:
Fully maintained by United Motors
Complete service records available upon request

This vehicle has been carefully maintained and is in excellent running condition. Ideal for families or anyone looking for a reliable, fuel-efficient hybrid SUV.

📞 Serious buyers only – Please contact on the numbers below for more details and viewing arrangements.
Price can be negotiated and selling at highest offer
Pls contact 0777107344 or WhatsApp on 00966545625129",https://riyasewana.com/buy/mitsubishi-outlander-sale-negombo-11687770
Audi,SUV,Audi Q3 2018 SUV (Used),Petrol,1400,Registered (Used),Automatic,"Rs. 15,900,000",Colombo,"78,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Audi Q3 Quattro 2018 
Full option, 1400TFSi petrol,tiptronic transmission, leather electric seats, sunroof, multi function steering, cruise control,alloy wheels, climate control dual zone AC, premium audio, etc first owner,ideal motors maintained immaculate condition",https://riyasewana.com/buy/audi-q3-sale-colombo-11607872
Kia,SUV,Kia Sorento 1-14 Options 2014 SUV (Used),Diesel,2200,Registered (Used),Automatic,"Rs. 12,950,000",Dehiwala-Mount-Lavinia,"149,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","👉kia sorento 2014
•1-14 options
🔸CAC - number🔸
•KIA maintained
💢All reports available at 0 millage 💢
•Dual panoramic sunroof
•Leather interior
•Electric seat (both sides)
•Memory seat
•Push start
•7 seats
•Third row A/C
•Seat heater
•Headlight washer
•19' alloy wheels
•Side foot steps
•Excellent conditions
🚘🤝Exchangeable

Aruna Motor Traders Kalubowila
📞For more information call: 077 342 1343⁩
2",https://riyasewana.com/buy/kia-sorento-1-14-sale-dehiwala-mount-lavinia-11697130
Mercedes-Benz,SUV,Mercedes-Benz GLA180 2016 SUV (Used),Petrol,1500,Registered (Used),Manual,"Rs. 14,800,000",Colombo,"54,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Mercedes-Benz GLA180 
Brand new imported & maintained through dimo 
1500cc Turbo petrol, 6 speed manual transmission, 18"" Alloys, Panaromic sunroof, semi leather/ Alcantara interior, push start, multi function steering, 8 airbags, excellent fuel consumption , good ground clearance, thrill to drive with a 6 speed manual transmission , carefully used immaculate condition",https://riyasewana.com/buy/mercedes-benz-gla180-sale-colombo-11672245
Kia,SUV,Kia Sorento 2012 SUV (Used),Diesel,1990,Registered (Used),Automatic,"Rs. 13,600,000",Colombo,"145,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Kia Sorento CRDi 2012
Brand new imported & maintained through agents, fully loaded spec, 1990cc common rail intercooler turbo diesel, tiptronic transmission  all wheel drive,panaromic sunroof, beige leather with electric seats, cool box, multi function steering, push start,alloy wheels, new Bridgestone tires, suspension fully replaced, registered 2nd owner carefully used",https://riyasewana.com/buy/kia-sorento-sale-colombo-11517424
