title,Brand_Cleaned,Model_Cleaned,Storage_GB,RAM_GB,Connectivity_Cleaned,Screen_Size,Condition_Cleaned,Location_Cleaned,Price_Cleaned
Samsung Galaxy S10 Plus 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,235000.0
Samsung Galaxy S10 Ultra 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,279000.0
Samsung Galaxy S10 FE Plus 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,189000.0
Samsung Galaxy S10 FE Plus 8/128GB,Samsung,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,162000.0
Samsung Galaxy S10 Fe 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,165000.0
Samsung Galaxy A11 4/64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,48000.0
Samsung Galaxy A11 8/128GB,Samsung,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,64000.0
Samsung Galaxy S10 FE 8/128GB,Samsung,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,120000.0
Samsung Galaxy A11 Plus 5G 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,83000.0
Samsung Galaxy S11 12GB 128GB WIFI,Samsung,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,235000.0
Samsung Galaxy S11 ULTRA 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,335000.0
Samsung Galaxy S10 PLUS 12GB 256GB with Ai Keyboard,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,268000.0
Samsung Galaxy S11 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,268000.0
Samsung Galaxy S10 FE 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,150000.0
Samsung Galaxy S10 FE PLUS 5G 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,225000.0
Samsung Galaxy S10 FE PLUS 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,195000.0
Samsung Galaxy S10 FE PLUS 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,177000.0
Samsung Galaxy S10 FE 5G 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,210000.0
Samsung Galaxy S10 FE 5G 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,154000.0
Samsung Galaxy S10 FE 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124000.0
Samsung Galaxy S10 LITE 5G 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,148000.0
Samsung Galaxy S10 LITE 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,128500.0
Samsung Galaxy S10 LITE 5G 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,124500.0
Samsung Galaxy S10 LITE 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103000.0
Samsung Galaxy A11 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66000.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,47000.0
TCL Tab Pro 5G,Other,Standard Tablet,64.0,4.0,5G + WiFi,10.0 Inch,Used,Batticaloa,33000.0
Apple iPad 5th Gen 32GB,Apple,Ipad 5,32.0,3.0,WiFi / Standard,10.0 Inch,Used,Kandy,32500.0
Blackview Tab 60 Pro,Blackview,Tab 60,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,52000.0
Greentel A10 Pro Tablet,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,47000.0
TAB 80 PRO,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kandy,40000.0
Apple Ipad 3 32GB,Apple,Ipad,32.0,3.0,WiFi / Standard,10.0 Inch,Used,Anuradhapura,14000.0
BLACKVIEW LINK 2 4GB/128GB,Blackview,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,42490.0
Xiaomi Pad 2 8GB/256GB,Xiaomi,Mi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,93990.0
Samsung Galaxy A9+ 8GB 128GB,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,42500.0
XIAOMI REDMI PAD 2 8GB/256GB,Xiaomi,Redmi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,93990.0
Xiaomi Pad 2 4GB/128GB,Xiaomi,Mi Pad,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,71490.0
iPad A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,146000.0
Oscal Pad 200 6GB/256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,79490.0
Apple iPad Mini 3,Apple,Ipad Mini,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kurunegala,14000.0
Blackview Tab 60 pro (Used),Blackview,Tab 60,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Galle,48000.0
OSCAL PAD 100 8GB/256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,70490.0
Oscal Pad 90 8GB/128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,61490.0
OSCAL PAD 9 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,52490.0
Oscal Pad 7 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,52490.0
Apple iPad Mini 4,Apple,Ipad Mini,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Galle,35000.0
Lenovo Tab 8505F,Lenovo,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,13500.0
Samsung Galaxy A16 Air Tab (used),Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Galle,22000.0
Samsung Galaxy A7 Lite,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kandy,19000.0
Microsoft Surface Pro 4 Windows Tablet-Japan,Microsoft,Surface Pro,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,48000.0
Xiaomi Pad Pro 5G 8GB|256GB|06,Xiaomi,Mi Pad,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,126990.0
Xiaomi Pad Pro 5G 6GB|128GB,Xiaomi,Mi Pad,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,114490.0
Redmi Pad 2 8GB|256GB,Redmi,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,92990.0
Redmi Pad 2 4GB|128GB,Redmi,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,70490.0
Honor Tab X7 4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46990.0
Honor Tab X8b 4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,86990.0
Honor Tab X9A 8GB|256GB With Cover,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104990.0
Honor Tab X9A 8GB|256GB With Pen,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,111490.0
Samsung Galaxy S10 FE Plus 12GB/256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,232490.0
Samsung Tab S10 FE PLUS 5G 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,189990.0
Oscal Pad 200 6GB|256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,78490.0
Oscal Pad 100 8GB|256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,69490.0
Oscal Pad 90 8GB|128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,60490.0
Samsung Tab S10 FE PLUS WIFI 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,172490.0
Oscal Pad 9 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,51490.0
Oscal Pad 7 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,51490.0
Samsung Galaxy Tab S10 PLUS 5G 12/256GB,Samsung,Galaxy Tab S10,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,279999.0
RTX 4050 HP Victus,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,283000.0
Samsung Galaxy Tab A11 4GB 64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,47999.0
Samsung Galaxy Tab A11 8GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,63999.0
Samsung Galaxy S10 FE 5G 12GB/256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,205490.0
Samsung Galaxy S10 FE 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,194999.0
Blackview Tab Zeno 5 8GB|128GB,Blackview,Zeno 5,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Samsung Galaxy S10 FE 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,123999.0
Samsung Galaxy S10 Lite 6GB 128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,121999.0
Samsung Galaxy S10 FE WIFI 12GB/256GB,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,153990.0
Samsung Galaxy Tab S10 LITE 6GB 128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,99999.0
Blackview Tab Mega 2 12GB|256GB,Blackview,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,87490.0
Samsung Galaxy S10 FE 5G 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,157990.0
Blackview Tab Zeno 10 6GB|128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,74990.0
Samsung Galaxy Tab S11 5G 12/256GB,Samsung,Galaxy Tab,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,314141.0
Blackview Tab 60 Pro 4GB|128GB,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Samsung Galaxy Tab S11 12/256GB,Samsung,Galaxy Tab,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,265555.0
Samsung Galaxy A11 Plus 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,99458.0
Samsung Galaxy Tab S11 5G 12/128GB,Samsung,Galaxy Tab,128.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,268888.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,45800.0
Samsung TAB S10 FE PLUS 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,235555.0
Samsung Galaxy Tab S10 FE PLUS 5G 12/256GB,Samsung,Galaxy Tab S10,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,224444.0
Samsung TAB S10 FE PLUS 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,182222.0
Samsung Galaxy Tab S10 FE Plus 8/128GB,Samsung,Galaxy Tab S10,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,158888.0
Samsung Galaxy Tab S10 FE Plus 5G 8/128GB,Samsung,Galaxy Tab S10,128.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,183333.0
Samsung Galaxy S10 FE 5G 12/256GB,Samsung,Standard Tablet,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,195555.0
Samsung Galaxy S10 FE 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,148888.0
Blackview Tab Link 2 WIFI 4GB|128GB|06,Blackview,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,41490.0
Greentel Tab A10 Pro 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,51990.0
Greentel Tab A9 Pro 4GB|64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,37990.0
Samsung Tab S10 FE 5G 8/128GB,Samsung,Standard Tablet,128.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,154444.0
Samsung Galaxy Tab S10 FE Wifi 8/128GB,Samsung,Galaxy Tab S10,128.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,124444.0
Samsung Galaxy Tab S10 FE Plus 5G 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,232490.0
Samsung Galaxy Tab S10 FE Plus 5G 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
Samsung Galaxy Tab S10 Lite 8/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124980.0
Samsung Tab S10 Lite 5G 6/128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,122222.0
Samsung Galaxy Tab S10 FE Plus WIFI 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,172490.0
Samsung Galaxy Tab S10 Lite 6/128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103999.0
Samsung Galaxy Tab A11 PLUS 6/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,84444.0
Samsung Galaxy Tab A11 PLUS 8/256GB,Samsung,Galaxy Tab A11,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103333.0
Samsung Galaxy Tab S10 FE 5G 12GB|256GB|06,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
Samsung Galaxy Tab A11 8/128GB,Samsung,Galaxy Tab A11,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,62222.0
Samsung Galaxy Tab S10 FE WIFI 12GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,153990.0
Samsung Galaxy Tab A11 4/64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,47666.0
Samsung Galaxy Tab S10 FE 5G 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,157990.0
Samsung Galaxy Tab S10 FE WIFI 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy Tab S10 Lite 5G 6GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123490.0
Samsung Galaxy Tab S10 Lite 5G 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,146490.0
Samsung Galaxy Tab S10 Lite WIFI 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy Tab S10 Lite WIFI 6GB|128GB|06,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,99990.0
Samsung Galaxy Tab A11 Plus 5G 6GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,81490.0
Samsung Galaxy S10 FE Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,179840.0
Samsung Galaxy S10 FE 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,152480.0
Samsung Galaxy Tab A11 8GB|128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Samsung Galaxy S10 Fe 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,114580.0
Samsung Galaxy Tab A11 4GB|64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49490.0
Samsung Galaxy S10 LITE 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103950.0
Samsung Galaxy A11 Plus 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,99480.0
Samsung Galaxy A11 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,59804.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,45810.0
Samsung Galaxy Tab S10 FE 12GB 256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,149990.0
Samsung Galaxy S10 FE WIFI 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy Tab S10 FE 8GB 128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,122990.0
Samsung Galaxy S10 LITE 5G 8GB/256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,146490.0
Samsung Galaxy S10 Lite WIFI 8GB/256GB,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,126990.0
Apple iPad 9th Gen 64GB Wi-Fi (UK),Apple,Ipad 9,64.0,4.0,4G LTE / SIM,10.0 Inch,Used,Ratnapura,92000.0
Samsung Galaxy S10 LITE 5G 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy S10 LITE WIFI 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,100990.0
Samsung Galaxy A11 PLUS 5G 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,81990.0
Samsung Galaxy S10 Plus 12GB 256GB with Keyboard,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,265000.0
Samsung Galaxy S10 Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,235000.0
Samsung Galaxy S10 Ultra 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,279000.0
Samsung Galaxy S10 FE Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,189000.0
Samsung Galaxy S10 FE 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,155000.0
Samsung Galaxy S10 FE Plus 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,162000.0
Samsung Galaxy S10 FE 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,120000.0
Samsung Galaxy A11 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,64000.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,47000.0
a10pro 4+4/128GB,Other,Standard Tablet,128.0,4.0,WiFi / Standard,10.0 Inch,Used,Galle,33000.0
Huawei Matepad T (used),Huawei,Matepad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kandy,19500.0
Samsung Galaxy Tab S10 FE 128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,119000.0
Apple iPad mini 5th Gen,Apple,Ipad Mini,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Other,55000.0
Redmi Pad 2 Pro 5G 8GB 256GB,Redmi,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Gampaha,138900.0
11'' Redmi Pad 2 8GB 256GB (Genxt Warranty),Redmi,Standard Tablet,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Gampaha,87900.0
★ 12'' Oscal Pad 100 12GB 256GB Tablet Android 15,Other,Standard Tablet,256.0,8.0,WiFi / Standard,12 Inch,Brand New,Gampaha,72500.0
10” HOTWAV Pad 13 Pro 4GB 256GB Android 16 Tablet,Other,Standard Tablet,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,54500.0
10” HOTWAV Pad 13 4GB 128GB Android 16 Tablet,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,47990.0
Apple iPad Pro 11 A1980,Apple,Ipad Pro,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,55000.0
Samsung Galaxy A11 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
SAMSUNG TAB A11 4GB/64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
HONOR PAD X7 4GB/128GB,Honor,Honor Pad,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,47990.0
HONOR X8B 4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,87990.0
PAD X9A With Pen 8GB/256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,105990.0
HONOR X9A With Pen 8GB/256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,111990.0
BLACKVIEW MEGA 2 12GB/256GB,Blackview,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,88490.0
BLACKVIEW ZENO 10 6GB/128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,75990.0
BLACKVIEW ZENO 5 8GB/128GB,Blackview,Zeno 5,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66990.0
BLACKVIEW TAB 60 PRO 4GB/128GB,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,57990.0
HONOR X9 PAD 4GB +3GB RAM 128GB STORAGE,Honor,Standard Tablet,64.0,3.0,4G LTE / SIM,10.0 Inch,Used,Colombo,48490.0
BLACKVIEW LINK 2 WIFI,Blackview,Standard Tablet,64.0,4.0,WiFi Only,10.0 Inch,Brand New,Colombo,42490.0
Xiaomi Pad Pro 5G 8GB/256GB,Xiaomi,Mi Pad,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,127990.0
Xiaomi Pad Pro 5G 6GB/128GB,Xiaomi,Mi Pad,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,115490.0
Xiaomi Redmi Pad 2 8GB/256GB,Xiaomi,Redmi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,93990.0
Xiaomi Redmi Pad 2,Xiaomi,Redmi Pad,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,71490.0
Apple MacBook Air M4 (13 inch),Apple,Standard Tablet,64.0,4.0,WiFi / Standard,13 Inch,Used,Kalutara,329500.0
Honor x9 Tab,Honor,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Matara,70000.0
OSCAL PAD 200 6GB/256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,79490.0
OSCAL PAD 100 8GB/256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,70490.0
Oscal Pad 9 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,52490.0
OSCAL PAD 90 8GB/128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,61490.0
OSCAL PAD 7 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,52490.0
Apple iPad Air 2 – 32GB Wi-Fi + Cellular,Apple,Ipad Air,32.0,3.0,4G LTE / SIM,10.0 Inch,Used,Colombo,27000.0
Apple IPad Pro M5 11 Inch 256GB WIFI,Apple,Ipad Pro,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,398990.0
Apple iPad Air 8 M4 13inch 256GB WIFI,Apple,Ipad Air,256.0,8.0,WiFi Only,13 Inch,Brand New,Colombo,354490.0
Apple iPad Air 8 M4 11inch 256GB Cell,Apple,Ipad Air,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,393990.0
Apple iPad Air 8 M4 11 128GB WIFI,Apple,Ipad Air,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,253990.0
Apple iPad Air 7 M3 11 256GB WIFI,Apple,Ipad Air,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,258990.0
Apple iPad Air 7 M3 11 256GB Cellular|04,Apple,Ipad Air,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,294490.0
